# x_m,y_m,w_tr_right_m,w_tr_left_m
-13.3364,10.8665,0.6768,0.6768
-13.3364,10.9378,0.6577,0.6577
-13.2651,11.0091,0.7026,0.7026
-13.2651,11.0805,0.7026,0.7026
-13.2651,11.1518,0.6768,0.6768
-13.2651,11.2232,0.6577,0.6577
-13.2651,11.2945,0.6460,0.6460
-13.1938,11.3658,0.7134,0.7134
-13.1938,11.4372,0.7026,0.7026
-13.1938,11.5085,0.6768,0.6768
-13.1938,11.5799,0.6577,0.6577
-13.1224,11.6512,0.7134,0.7134
-13.1224,11.7225,0.7026,0.7026
-13.1224,11.7939,0.6768,0.6768
-13.1224,11.8652,0.6577,0.6577
-13.0511,11.9366,0.7026,0.7026
-13.0511,12.0079,0.7026,0.7026
-13.0511,12.0792,0.6768,0.6768
-13.0511,12.1506,0.6577,0.6577
-13.0511,12.2219,0.6460,0.6460
-12.9797,12.2933,0.7134,0.7134
-12.9797,12.3646,0.7026,0.7026
-12.9797,12.4359,0.6768,0.6768
-12.9797,12.5073,0.6577,0.6577
-12.9084,12.5786,0.7134,0.7134
-12.9084,12.6500,0.7026,0.7026
-12.9084,12.7213,0.6768,0.6768
-12.9084,12.7926,0.6577,0.6577
-12.8371,12.8640,0.7026,0.7026
-12.8371,12.9353,0.7026,0.7026
-12.8371,13.0067,0.6768,0.6768
-12.8371,13.0780,0.6577,0.6577
-12.8371,13.1493,0.6460,0.6460
-12.7657,13.2207,0.7134,0.7134
-12.7657,13.2920,0.7026,0.7026
-12.7657,13.3634,0.6768,0.6768
-12.7657,13.4347,0.6577,0.6577
-12.6944,13.5060,0.7134,0.7134
-12.6944,13.5774,0.7026,0.7026
-12.6944,13.6487,0.6768,0.6768
-12.6944,13.7201,0.6577,0.6577
-12.6230,13.7914,0.7026,0.7026
-12.6230,13.8627,0.7134,0.7134
-12.6230,13.9341,0.7026,0.7026
-12.6230,14.0054,0.6768,0.6768
-12.6230,14.0768,0.6577,0.6577
-12.5517,14.1481,0.7170,0.7170
-12.5517,14.2194,0.7026,0.7026
-12.5517,14.2908,0.6768,0.6768
-12.5517,14.3621,0.6577,0.6577
-12.4804,14.4335,0.7134,0.7134
-12.4804,14.5048,0.7026,0.7026
-12.4804,14.5761,0.6768,0.6768
-12.4804,14.6475,0.6577,0.6577
-12.4090,14.7188,0.7026,0.7026
-12.4090,14.7902,0.7134,0.7134
-12.4090,14.8615,0.7026,0.7026
-12.4090,14.9328,0.6768,0.6768
-12.4090,15.0042,0.6577,0.6577
-12.3377,15.0755,0.7170,0.7170
-12.3377,15.1469,0.7026,0.7026
-12.3377,15.2182,0.6768,0.6768
-12.3377,15.2895,0.6577,0.6577
-12.2663,15.3609,0.7134,0.7134
-12.2663,15.4322,0.7026,0.7026
-12.2663,15.5036,0.6768,0.6768
-12.2663,15.5749,0.6577,0.6577
-12.1950,15.6462,0.7026,0.7026
-12.1950,15.7176,0.7134,0.7134
-12.1950,15.7889,0.7026,0.7026
-12.1950,15.8603,0.6768,0.6768
-12.1950,15.9316,0.6577,0.6577
-12.1237,16.0029,0.7134,0.7134
-12.1237,16.0743,0.7026,0.7026
-12.1237,16.1456,0.6768,0.6768
-12.1237,16.2170,0.6577,0.6577
-12.0523,16.2883,0.7026,0.7026
-12.0523,16.3596,0.7026,0.7026
-12.0523,16.4310,0.6768,0.6768
-12.0523,16.5023,0.6577,0.6577
-12.0523,16.5737,0.6460,0.6460
-11.9810,16.6450,0.7134,0.7134
-11.9810,16.7163,0.7026,0.7026
-11.9810,16.7877,0.6768,0.6768
-11.9810,16.8590,0.6577,0.6577
-11.9096,16.9304,0.7134,0.7134
-11.9096,17.0017,0.7026,0.7026
-11.9096,17.0730,0.6768,0.6768
-11.9096,17.1444,0.6577,0.6577
-11.8383,17.2157,0.7026,0.7026
-11.8383,17.2871,0.7026,0.7026
-11.8383,17.3584,0.6768,0.6768
-11.8383,17.4297,0.6577,0.6577
-11.8383,17.5011,0.6460,0.6460
-11.7670,17.5724,0.7134,0.7134
-11.7670,17.6438,0.7026,0.7026
-11.7670,17.7151,0.6768,0.6768
-11.7670,17.7864,0.6577,0.6577
-11.6956,17.8578,0.7134,0.7134
-11.6956,17.9291,0.7026,0.7026
-11.6956,18.0005,0.6768,0.6768
-11.6956,18.0718,0.6577,0.6577
-11.6243,18.1431,0.7026,0.7026
-11.6243,18.2145,0.7026,0.7026
-11.6243,18.2858,0.6768,0.6768
-11.6243,18.3572,0.6577,0.6577
-11.6243,18.4285,0.6460,0.6460
-11.5529,18.4998,0.7134,0.7134
-11.5529,18.5712,0.7026,0.7026
-11.5529,18.6425,0.6768,0.6768
-11.5529,18.7139,0.6577,0.6577
-11.4816,18.7852,0.7134,0.7134
-11.4816,18.8565,0.7026,0.7026
-11.4816,18.9279,0.6768,0.6768
-11.4816,18.9992,0.6577,0.6577
-11.4103,19.0706,0.7026,0.7026
-11.4103,19.1419,0.7026,0.7026
-11.4103,19.2132,0.6768,0.6768
-11.4103,19.2846,0.6577,0.6577
-11.4103,19.3559,0.6460,0.6460
-11.3389,19.4273,0.7134,0.7134
-11.3389,19.4986,0.7026,0.7026
-11.3389,19.5699,0.6768,0.6768
-11.3389,19.6413,0.6577,0.6577
-11.2676,19.7126,0.7134,0.7134
-11.2676,19.7840,0.7026,0.7026
-11.2676,19.8553,0.6768,0.6768
-11.2676,19.9266,0.6577,0.6577
-11.1962,19.9980,0.7026,0.7026
-11.1962,20.0693,0.7026,0.7026
-11.1962,20.1407,0.6768,0.6768
-11.1962,20.2120,0.6577,0.6577
-11.1962,20.2833,0.6460,0.6460
-11.1249,20.3547,0.7134,0.7134
-11.1249,20.4260,0.7026,0.7026
-11.1249,20.4974,0.6768,0.6768
-11.1249,20.5687,0.6577,0.6577
-11.0536,20.6400,0.7134,0.7134
-11.0536,20.7114,0.7026,0.7026
-11.0536,20.7827,0.6768,0.6768
-11.0536,20.8541,0.6577,0.6577
-10.9822,20.9254,0.7026,0.7026
-10.9822,20.9967,0.7134,0.7134
-10.9822,21.0681,0.7026,0.7026
-10.9822,21.1394,0.6768,0.6768
-10.9822,21.2108,0.6577,0.6577
-10.9109,21.2821,0.7170,0.7170
-10.9109,21.3534,0.7026,0.7026
-10.9109,21.4248,0.6768,0.6768
-10.9109,21.4961,0.6577,0.6577
-10.8395,21.5675,0.7134,0.7134
-10.8395,21.6388,0.7026,0.7026
-10.8395,21.7101,0.6768,0.6768
-10.8395,21.7815,0.6577,0.6577
-10.7682,21.8528,0.7026,0.7026
-10.7682,21.9242,0.7134,0.7134
-10.7682,21.9955,0.7026,0.7026
-10.7682,22.0668,0.6768,0.6768
-10.7682,22.1382,0.6577,0.6577
-10.6969,22.2095,0.7170,0.7170
-10.6969,22.2809,0.7026,0.7026
-10.6969,22.3522,0.6768,0.6768
-10.6969,22.4235,0.6577,0.6577
-10.6255,22.4949,0.7134,0.7134
-10.6255,22.5662,0.7026,0.7026
-10.6255,22.6376,0.6768,0.6768
-10.6255,22.7089,0.6577,0.6577
-10.5542,22.7802,0.7026,0.7026
-10.5542,22.8516,0.7134,0.7134
-10.5542,22.9229,0.7026,0.7026
-10.5542,22.9943,0.6768,0.6768
-10.5542,23.0656,0.6577,0.6577
-10.4828,23.1369,0.7134,0.7134
-10.4828,23.2083,0.7026,0.7026
-10.4828,23.2796,0.6768,0.6768
-10.4828,23.3510,0.6577,0.6577
-10.4115,23.4223,0.7026,0.7026
-10.4115,23.4936,0.7026,0.7026
-10.4115,23.5650,0.6768,0.6768
-10.4115,23.6363,0.6577,0.6577
-10.4115,23.7077,0.6460,0.6460
-10.3402,23.7790,0.7134,0.7134
-10.3402,23.8503,0.7026,0.7026
-10.3402,23.9217,0.6768,0.6768
-10.3402,23.9930,0.6577,0.6577
-10.2688,24.0644,0.7134,0.7134
-10.2688,24.1357,0.7026,0.7026
-10.2688,24.2070,0.6768,0.6768
-10.2688,24.2784,0.6577,0.6577
-10.1975,24.3497,0.7026,0.7026
-10.1975,24.4211,0.7026,0.7026
-10.1975,24.4924,0.6768,0.6768
-10.1975,24.5637,0.6577,0.6577
-10.1975,24.6351,0.6460,0.6460
-10.1261,24.7064,0.7134,0.7134
-10.1261,24.7778,0.7026,0.7026
-10.1261,24.8491,0.6768,0.6768
-10.1261,24.9204,0.6577,0.6577
-10.0548,24.9918,0.7134,0.7134
-10.0548,25.0631,0.7026,0.7026
-10.0548,25.1345,0.6768,0.6768
-10.0548,25.2058,0.6577,0.6577
-9.9835,25.2771,0.7026,0.7026
-9.9835,25.3485,0.7026,0.7026
-9.9835,25.4198,0.6768,0.6768
-9.9835,25.4912,0.6577,0.6577
-9.9835,25.5625,0.6460,0.6460
-9.9121,25.6338,0.7134,0.7134
-9.9121,25.7052,0.7026,0.7026
-9.9121,25.7765,0.6768,0.6768
-9.9121,25.8479,0.6577,0.6577
-9.8408,25.9192,0.7134,0.7134
-9.8408,25.9905,0.7026,0.7026
-9.8408,26.0619,0.6768,0.6768
-9.8408,26.1332,0.6577,0.6577
-9.7694,26.2046,0.7026,0.7026
-9.7694,26.2759,0.7134,0.7134
-9.7694,26.3472,0.7026,0.7026
-9.7694,26.4186,0.6768,0.6768
-9.7694,26.4899,0.6577,0.6577
-9.6981,26.5613,0.7134,0.7134
-9.6981,26.6326,0.7026,0.7026
-9.6981,26.7039,0.6768,0.6768
-9.6981,26.7753,0.6577,0.6577
-9.6268,26.8466,0.7026,0.7026
-9.6268,26.9180,0.7026,0.7026
-9.6268,26.9893,0.6768,0.6768
-9.6268,27.0606,0.6577,0.6577
-9.6268,27.1320,0.6460,0.6460
-9.5554,27.2033,0.7134,0.7134
-9.5554,27.2747,0.7026,0.7026
-9.5554,27.3460,0.6768,0.6768
-9.5554,27.4173,0.6577,0.6577
-9.4841,27.4887,0.7134,0.7134
-9.4841,27.5600,0.7026,0.7026
-9.4841,27.6314,0.6768,0.6768
-9.4841,27.7027,0.6577,0.6577
-9.4127,27.7740,0.7026,0.7026
-9.4127,27.8454,0.7026,0.7026
-9.4127,27.9167,0.6768,0.6768
-9.4127,27.9881,0.6577,0.6577
-9.4127,28.0594,0.6460,0.6460
-9.3414,28.1307,0.7134,0.7134
-9.3414,28.2021,0.7026,0.7026
-9.3414,28.2734,0.6768,0.6768
-9.3414,28.3448,0.6577,0.6577
-9.2701,28.4161,0.7134,0.7134
-9.2701,28.4874,0.7026,0.7026
-9.2701,28.5588,0.6768,0.6768
-9.2701,28.6301,0.6577,0.6577
-9.1987,28.7015,0.7026,0.7026
-9.1987,28.7728,0.7026,0.7026
-9.1987,28.8441,0.6768,0.6768
-9.1987,28.9155,0.6577,0.6577
-9.1987,28.9868,0.6460,0.6460
-9.1274,29.0582,0.7134,0.7134
-9.1274,29.1295,0.7026,0.7026
-9.1274,29.2008,0.6768,0.6768
-9.1274,29.2722,0.6577,0.6577
-9.0560,29.3435,0.7134,0.7134
-9.0560,29.4149,0.7026,0.7026
-9.0560,29.4862,0.6768,0.6768
-9.0560,29.5575,0.6577,0.6577
-9.0560,29.6289,0.6460,0.6460
-9.0560,29.7002,0.6421,0.6421
-9.0560,29.7716,0.6421,0.6421
-9.0560,29.8429,0.6421,0.6421
-9.0560,29.9142,0.6421,0.6421
-9.1274,29.9856,0.5752,0.5752
-9.1274,30.0569,0.5883,0.5883
-9.1274,30.1283,0.6095,0.6095
-9.1274,30.1996,0.6381,0.6381
-9.1274,30.2709,0.6730,0.6730
-9.1274,30.3423,0.6730,0.6730
-9.1987,30.4136,0.7026,0.7026
-9.1987,30.4850,0.6768,0.6768
-9.2701,30.5563,0.7275,0.7275
-9.3414,30.5563,0.7134,0.7134
-9.4127,30.6276,0.7345,0.7345
-9.4841,30.6276,0.7026,0.7026
-9.5554,30.6990,0.7448,0.7448
-9.6268,30.6990,0.7275,0.7275
-9.6981,30.7703,0.7880,0.7880
-9.7694,30.8417,0.8561,0.8561
-9.8408,30.8417,0.8561,0.8561
-9.9121,30.9130,0.9274,0.9274
-9.9835,30.9130,0.9274,0.9274
-10.0548,30.9843,1.0013,1.0013
-10.1261,30.9843,1.0089,1.0089
-10.1975,31.0557,1.0913,1.0913
-10.2688,31.0557,1.1075,1.1075
-10.3402,31.1270,1.1959,1.1959
-10.4115,31.1984,1.2861,1.2861
-10.4828,31.1984,1.3116,1.3116
-10.5542,31.2697,1.4016,1.4016
-10.6255,31.2697,1.4214,1.4214
-10.6969,31.3410,1.5117,1.5117
-10.7682,31.3410,1.5367,1.5367
-10.8395,31.4124,1.6268,1.6268
-10.9109,31.4837,1.7151,1.7151
-10.9822,31.4837,1.7372,1.7372
-11.0536,31.5551,1.8286,1.8286
-11.1249,31.5551,1.8521,1.8521
-11.1962,31.6264,1.9407,1.9407
-11.2676,31.6264,1.9589,1.9589
-11.3389,31.6977,2.0429,2.0429
-11.4103,31.7691,2.1283,2.1283
-11.4816,31.7691,2.1461,2.1461
-11.5529,31.8404,2.2344,2.2344
-11.6243,31.8404,2.2560,2.2560
-11.6956,31.9118,2.3466,2.3466
-11.7670,31.9831,2.4381,2.4381
-11.8383,31.9831,2.4599,2.4599
-11.9096,32.0544,2.5463,2.5463
-11.9810,32.0544,2.5613,2.5613
-12.0523,32.1258,2.6473,2.6473
-12.1237,32.1258,2.6655,2.6655
-12.1950,32.1258,2.6855,2.6855
-12.2663,32.1971,2.7749,2.7749
-12.3377,32.2685,2.8652,2.8652
-12.4090,32.2685,2.8890,2.8890
-12.4804,32.3398,2.9792,2.9792
-12.5517,32.4111,3.0643,3.0643
-12.6230,32.4111,3.0800,3.0800
-12.6944,32.4825,3.1664,3.1664
-12.7657,32.4825,3.1848,3.1848
-12.8371,32.4825,3.2040,3.2040
-12.9084,32.5538,3.2886,3.2886
-12.9797,32.6252,3.3742,3.3742
-13.0511,32.6252,3.3915,3.3915
-13.1224,32.6965,3.4789,3.4789
-13.1938,32.7678,3.5670,3.5670
-13.2651,32.7678,3.5876,3.5876
-13.3364,32.8392,3.6773,3.6773
-13.4078,32.8392,3.7001,3.7001
-13.4791,32.9105,3.7911,3.7911
-13.5505,32.9105,3.8072,3.8072
-13.6218,32.9819,3.8931,3.8931
-13.6931,33.0532,3.9708,3.9708
-13.7645,33.1245,4.0166,4.0166
-13.8358,33.1245,4.0714,4.0714
-13.9072,33.1245,4.0857,4.0857
-13.9072,33.1959,4.1285,4.1285
-13.9072,33.2672,4.1069,4.1069
-13.9072,33.3386,4.0839,4.0839
-13.8358,33.4099,3.9931,3.9931
-13.8358,33.4812,3.9708,3.9708
-13.8358,33.5526,3.9496,3.9496
-13.8358,33.6239,3.9295,3.9295
-13.8358,33.6953,3.9107,3.9107
-13.8358,33.7666,3.8931,3.8931
-13.8358,33.8379,3.8767,3.8767
-13.8358,33.9093,3.8609,3.8609
-13.8358,33.9806,3.8418,3.8418
-13.8358,34.0520,3.8239,3.8239
-13.7645,34.1233,3.7377,3.7377
-13.7645,34.1946,3.7220,3.7220
-13.7645,34.2660,3.7042,3.7042
-13.7645,34.3373,3.6856,3.6856
-13.7645,34.4087,3.6683,3.6683
-13.7645,34.4800,3.6523,3.6523
-13.7645,34.5513,3.6355,3.6355
-13.7645,34.6227,3.6166,3.6166
-13.7645,34.6940,3.5990,3.5990
-13.7645,34.7654,3.5827,3.5827
-13.6931,34.8367,3.4978,3.4978
-13.6931,34.9080,3.4789,3.4789
-13.6931,34.9794,3.4605,3.4605
-13.6931,35.0507,3.4436,3.4436
-13.6931,35.1221,3.4280,3.4280
-13.6931,35.1934,3.4139,3.4139
-13.6931,35.2647,3.4012,3.4012
-13.6218,35.3361,3.3194,3.3194
-13.6218,35.4074,3.3048,3.3048
-13.6218,35.4788,3.2886,3.2886
-13.6218,35.5501,3.2739,3.2739
-13.6218,35.6214,3.2606,3.2606
-13.6218,35.6928,3.2489,3.2489
-13.6218,35.7641,3.2356,3.2356
-13.6218,35.8355,3.2190,3.2190
-13.6218,35.9068,3.2040,3.2040
-13.6218,35.9781,3.1904,3.1904
-13.5505,36.0495,3.1080,3.1080
-13.5505,36.1208,3.0973,3.0973
-13.5505,36.1922,3.0883,3.0883
-13.5505,36.2635,3.0800,3.0800
-13.5505,36.3348,3.0643,3.0643
-13.5505,36.4062,3.0502,3.0502
-13.4791,36.4775,2.9673,2.9673
-13.4791,36.5489,2.9561,2.9561
-13.4791,36.6202,2.9466,2.9466
-13.4791,36.6915,2.9388,2.9388
-13.4791,36.7629,2.9328,2.9328
-13.4791,36.8342,2.9284,2.9284
-13.4791,36.9056,2.9258,2.9258
-13.4078,36.9769,2.8536,2.8536
-13.4078,37.0482,2.8402,2.8402
-13.4078,37.1196,2.8267,2.8267
-13.4078,37.1909,2.8150,2.8150
-13.4078,37.2623,2.8050,2.8050
-13.4078,37.3336,2.7969,2.7969
-13.3364,37.4049,2.7194,2.7194
-13.3364,37.4763,2.7147,2.7147
-13.3364,37.5476,2.7119,2.7119
-13.3364,37.6190,2.7109,2.7109
-13.3364,37.6903,2.7109,2.7109
-13.3364,37.7616,2.7109,2.7109
-13.2651,37.8330,2.6396,2.6396
-13.2651,37.9043,2.6396,2.6396
-13.2651,37.9757,2.6396,2.6396
-13.2651,38.0470,2.6309,2.6309
-13.2651,38.1183,2.6163,2.6163
-13.2651,38.1897,2.6037,2.6037
-13.1938,38.2610,2.5222,2.5222
-13.1938,38.3324,2.5132,2.5132
-13.1938,38.4037,2.5061,2.5061
-13.1938,38.4750,2.5010,2.5010
-13.1938,38.5464,2.4979,2.4979
-13.1938,38.6177,2.4969,2.4969
-13.1224,38.6891,2.4256,2.4256
-13.1224,38.7604,2.4256,2.4256
-13.1224,38.8317,2.4256,2.4256
-13.1224,38.9031,2.4256,2.4256
-13.1224,38.9744,2.4256,2.4256
-13.1224,39.0458,2.4256,2.4256
-13.0511,39.1171,2.3542,2.3542
-13.0511,39.1884,2.3542,2.3542
-13.0511,39.2598,2.3542,2.3542
-13.0511,39.3311,2.3542,2.3542
-13.0511,39.4025,2.3542,2.3542
-13.0511,39.4738,2.3542,2.3542
-12.9797,39.5451,2.2829,2.2829
-12.9797,39.6165,2.2829,2.2829
-12.9797,39.6878,2.2829,2.2829
-12.9797,39.7592,2.2840,2.2840
-12.9797,39.8305,2.2873,2.2873
-12.9797,39.9018,2.2929,2.2929
-12.9084,39.9732,2.2299,2.2299
-12.9084,40.0445,2.2401,2.2401
-12.9084,40.1159,2.2526,2.2526
-12.9084,40.1872,2.2672,2.2672
-12.9084,40.2585,2.2829,2.2829
-12.9084,40.3299,2.2829,2.2829
-12.8371,40.4012,2.2115,2.2115
-12.8371,40.4726,2.2115,2.2115
-12.8371,40.5439,2.2115,2.2115
-12.8371,40.6152,2.2115,2.2115
-12.8371,40.6866,2.2115,2.2115
-12.8371,40.7579,2.2115,2.2115
-12.7657,40.8293,2.1402,2.1402
-12.7657,40.9006,2.1414,2.1414
-12.7657,40.9719,2.1450,2.1450
-12.7657,41.0433,2.1509,2.1509
-12.7657,41.1146,2.1591,2.1591
-12.7657,41.1860,2.1697,2.1697
-12.6944,41.2573,2.1127,2.1127
-12.6944,41.3286,2.1283,2.1283
-12.6944,41.4000,2.1402,2.1402
-12.6944,41.4713,2.1402,2.1402
-12.6944,41.5427,2.1402,2.1402
-12.6230,41.6140,2.0701,2.0701
-12.6230,41.6853,2.0738,2.0738
-12.6230,41.7567,2.0799,2.0799
-12.6230,41.8280,2.0884,2.0884
-12.5517,41.8994,2.0291,2.0291
-12.5517,41.9707,2.0429,2.0429
-12.5517,42.0420,2.0590,2.0590
-12.5517,42.1134,2.0689,2.0689
-12.5517,42.1847,2.0701,2.0701
-12.5517,42.2561,2.0738,2.0738
-12.4804,42.3274,2.0090,2.0090
-12.4804,42.3987,2.0178,2.0178
-12.4804,42.4701,2.0291,2.0291
-12.4804,42.5414,2.0429,2.0429
-12.4804,42.6128,2.0590,2.0590
-12.4090,42.6841,1.9988,1.9988
-12.4090,42.7554,2.0026,2.0026
-12.4090,42.8268,2.0090,2.0090
-12.3377,42.8981,1.9472,1.9472
-12.3377,42.9695,1.9589,1.9589
-12.3377,43.0408,1.9732,1.9732
-12.3377,43.1121,1.9899,1.9899
-12.3377,43.1835,2.0026,2.0026
-12.2663,43.2548,1.9380,1.9380
-12.2663,43.3262,1.9472,1.9472
-12.2663,43.3975,1.9589,1.9589
-12.2663,43.4688,1.9732,1.9732
-12.1950,43.5402,1.9209,1.9209
-12.1950,43.6115,1.9315,1.9315
-12.1950,43.6829,1.9380,1.9380
-12.1950,43.7542,1.9472,1.9472
-12.1237,43.8255,1.8888,1.8888
-12.1237,43.8969,1.9036,1.9036
-12.1237,43.9682,1.9209,1.9209
-12.1237,44.0396,1.9380,1.9380
-12.0523,44.1109,1.8767,1.8767
-12.0523,44.1822,1.8888,1.8888
-12.0523,44.2536,1.9036,1.9036
-11.9810,44.3249,1.8521,1.8521
-11.9810,44.3963,1.8671,1.8671
-11.9810,44.4676,1.8767,1.8767
-11.9810,44.5389,1.8888,1.8888
-11.9096,44.6103,1.8341,1.8341
-11.9096,44.6816,1.8521,1.8521
-11.9096,44.7530,1.8671,1.8671
-11.9096,44.8243,1.8767,1.8767
-11.8383,44.8956,1.8188,1.8188
-11.8383,44.9670,1.8341,1.8341
-11.8383,45.0383,1.8521,1.8521
-11.7670,45.1097,1.7963,1.7963
-11.7670,45.1810,1.8062,1.8062
-11.7670,45.2523,1.8188,1.8188
-11.7670,45.3237,1.8341,1.8341
-11.6956,45.3950,1.7835,1.7835
-11.6956,45.4664,1.7963,1.7963
-11.6956,45.5377,1.8062,1.8062
-11.6956,45.6090,1.8188,1.8188
-11.6243,45.6804,1.7649,1.7649
-11.6243,45.7517,1.7835,1.7835
-11.5529,45.8231,1.7358,1.7358
-11.5529,45.8944,1.7489,1.7489
-11.5529,45.9657,1.7649,1.7649
-11.4816,46.0371,1.7151,1.7151
-11.4816,46.1084,1.7255,1.7255
-11.4816,46.1798,1.7358,1.7358
-11.4816,46.2511,1.7489,1.7489
-11.4103,46.3224,1.6957,1.6957
-11.4103,46.3938,1.7151,1.7151
-11.4103,46.4651,1.7358,1.7358
-11.4103,46.5365,1.7489,1.7489
-11.3389,46.6078,1.6957,1.6957
-11.3389,46.6791,1.7151,1.7151
-11.2676,46.7505,1.6654,1.6654
-11.2676,46.8218,1.6791,1.6791
-11.2676,46.8932,1.6957,1.6957
-11.2676,46.9645,1.7151,1.7151
-11.1962,47.0358,1.6654,1.6654
-11.1962,47.1072,1.6791,1.6791
-11.1962,47.1785,1.6957,1.6957
-11.1962,47.2499,1.7151,1.7151
-11.1249,47.3212,1.6654,1.6654
-11.1249,47.3925,1.6791,1.6791
-11.1249,47.4639,1.6957,1.6957
-11.0536,47.5352,1.6470,1.6470
-11.0536,47.6066,1.6654,1.6654
-10.9822,47.6779,1.6095,1.6095
-10.9822,47.7492,1.6268,1.6268
-10.9822,47.8206,1.6470,1.6470
-10.9109,47.8919,1.5952,1.5952
-10.9109,47.9633,1.6095,1.6095
-10.9109,48.0346,1.6268,1.6268
-10.8395,48.1059,1.5792,1.5792
-10.8395,48.1773,1.5952,1.5952
-10.8395,48.2486,1.6095,1.6095
-10.8395,48.3200,1.6268,1.6268
-10.7682,48.3913,1.5792,1.5792
-10.7682,48.4626,1.6032,1.6032
-10.7682,48.5340,1.6268,1.6268
-10.6969,48.6053,1.5792,1.5792
-10.6969,48.6767,1.5952,1.5952
-10.6969,48.7480,1.6095,1.6095
-10.6255,48.8193,1.5581,1.5581
-10.6255,48.8907,1.5792,1.5792
-10.5542,48.9620,1.5251,1.5251
-10.5542,49.0334,1.5400,1.5400
-10.5542,49.1047,1.5581,1.5581
-10.5542,49.1760,1.5792,1.5792
-10.4828,49.2474,1.5251,1.5251
-10.4828,49.3187,1.5400,1.5400
-10.4115,49.3901,1.4896,1.4896
-10.4115,49.4614,1.5117,1.5117
-10.4115,49.5327,1.5367,1.5367
-10.4115,49.6041,1.5581,1.5581
-10.3402,49.6754,1.5117,1.5117
-10.3402,49.7468,1.5251,1.5251
-10.3402,49.8181,1.5400,1.5400
-10.2688,49.8894,1.4896,1.4896
-10.2688,49.9608,1.5117,1.5117
-10.2688,50.0321,1.5367,1.5367
-10.1975,50.1035,1.4896,1.4896
-10.1975,50.1748,1.5117,1.5117
-10.1261,50.2461,1.4551,1.4551
-10.1261,50.3175,1.4707,1.4707
-10.1261,50.3888,1.4896,1.4896
-10.0548,50.4602,1.4445,1.4445
-10.0548,50.5315,1.4707,1.4707
-10.0548,50.6028,1.4896,1.4896
-9.9835,50.6742,1.4428,1.4428
-9.9835,50.7455,1.4551,1.4551
-9.9835,50.8169,1.4707,1.4707
-9.9121,50.8882,1.4214,1.4214
-9.9121,50.9595,1.4445,1.4445
-9.9121,51.0309,1.4707,1.4707
-9.9121,51.1022,1.4690,1.4690
-9.8408,51.1736,1.4428,1.4428
-9.8408,51.2449,1.4551,1.4551
-9.7694,51.3162,1.4016,1.4016
-9.7694,51.3876,1.4214,1.4214
-9.7694,51.4589,1.4445,1.4445
-9.7694,51.5303,1.4357,1.4357
-9.6981,51.6016,1.4214,1.4214
-9.6981,51.6729,1.4428,1.4428
-9.6268,51.7443,1.3852,1.3852
-9.6268,51.8156,1.4016,1.4016
-9.5554,51.8870,1.3536,1.3536
-9.5554,51.9583,1.3778,1.3778
-9.5554,52.0296,1.4016,1.4016
-9.5554,52.1010,1.4214,1.4214
-9.4841,52.1723,1.3778,1.3778
-9.4841,52.2437,1.4016,1.4016
-9.4127,52.3150,1.3536,1.3536
-9.4127,52.3863,1.3723,1.3723
-9.4127,52.4577,1.3852,1.3852
-9.4127,52.5290,1.3778,1.3778
-9.3414,52.6004,1.3536,1.3536
-9.3414,52.6717,1.3778,1.3778
-9.3414,52.7430,1.3723,1.3723
-9.2701,52.8144,1.3536,1.3536
-9.2701,52.8857,1.3723,1.3723
-9.1987,52.9571,1.3154,1.3154
-9.1987,53.0284,1.3327,1.3327
-9.1987,53.0997,1.3536,1.3536
-9.1987,53.1711,1.3404,1.3404
-9.1274,53.2424,1.3327,1.3327
-9.1274,53.3138,1.3536,1.3536
-9.0560,53.3851,1.3116,1.3116
-9.0560,53.4564,1.3327,1.3327
-8.9847,53.5278,1.2861,1.2861
-8.9847,53.5991,1.3116,1.3116
-8.9847,53.6705,1.3327,1.3327
-8.9847,53.7418,1.3327,1.3327
-8.9134,53.8131,1.3018,1.3018
-8.9134,53.8845,1.3154,1.3154
-8.8420,53.9558,1.2641,1.2641
-8.8420,54.0272,1.2861,1.2861
-8.8420,54.0985,1.3116,1.3116
-8.7707,54.1698,1.2641,1.2641
-8.7707,54.2412,1.2861,1.2861
-8.7707,54.3125,1.3096,1.3096
-8.6993,54.3839,1.2641,1.2641
-8.6993,54.4552,1.2861,1.2861
-8.6993,54.5265,1.2861,1.2861
-8.6280,54.5979,1.2641,1.2641
-8.6280,54.6692,1.2861,1.2861
-8.6280,54.7406,1.2762,1.2762
-8.5567,54.8119,1.2459,1.2459
-8.5567,54.8832,1.2641,1.2641
-8.5567,54.9546,1.2641,1.2641
-8.4853,55.0259,1.2459,1.2459
-8.4853,55.0973,1.2641,1.2641
-8.4140,55.1686,1.2191,1.2191
-8.4140,55.2399,1.2459,1.2459
-8.4140,55.3113,1.2641,1.2641
-8.3426,55.3826,1.2191,1.2191
-8.3426,55.4540,1.2459,1.2459
-8.3426,55.5253,1.2459,1.2459
-8.2713,55.5966,1.2191,1.2191
-8.2713,55.6680,1.2459,1.2459
-8.2713,55.7393,1.2191,1.2191
-8.2000,55.8107,1.2191,1.2191
-8.2000,55.8820,1.2315,1.2315
-8.1286,55.9533,1.1766,1.1766
-8.1286,56.0247,1.1959,1.1959
-8.1286,56.0960,1.2191,1.2191
-8.0573,56.1674,1.1766,1.1766
